Description:,"New York City Labor Force Data, Seasonally Adjusted",,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:,"New York State Department of Labor, Current Employment Statistics. Data seasonally adjusted by New York City Office of Management and Budget",,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,"As of the January 2018 reference month (released March 9, 2018), NYC OMB has altered its seasonal adjustment methodology.  For details see http://www1.nyc.gov/assets/omb/downloads/pdf/2stepSAmethodology.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,
,"As of the May 2021 reference month (released July 2, 2021), NYC OMB has altered its seasonal adjustment methodology.  For details see http://www1.nyc.gov/assets/omb/downloads/pdf/nycomb_covidoutliers.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,
Industry:,Total Nonfarm,Total Private,Financial Activities,Finance and Insurance,Securities,Banking,Real Estate,Information,Professional and Business Services,"Professional, Scientific, and Technical Services",Management of Companies and Enterprises,Administrative Services,Employment Services,Education and Health Services,Educational Services,Health Care and Social Assistance,Leisure and Hospitality,"Arts, Entertainment, and Recreation", Accommodation and Food Services,Other Services,"Trade, Transportation, and Utilities",Retail Trade,Wholesale Trade,Transportation and Warehousing,Utilities,Construction, Manufacturing, Government
Units:,(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's),(000's)
2012M04,3908.82,3339.052,438.4932,321.1547,170.5723,92.73427,117.3386,177.4929,609.5717,349.9755,65.99482,193.6014,62.08249,801.9128,206.1148,595.798,363.9542,75.52213,288.432,169.3157,585.9845,325.4492,139.6586,105.49,15.38668,115.8277,76.49943,569.7676
2012M05,3928.058,3358.087,438.5195,320.8893,170.2215,92.77651,117.6302,178.4383,613.4574,351.8536,66.13818,195.4657,62.75001,809.3508,210.6348,598.716,366.3245,75.62237,290.7021,169.9988,589.6262,327.0393,139.7557,107.3651,15.46607,115.7431,76.62802,569.9718
2012M06,3931.498,3362.27,438.1839,320.5707,169.5575,92.85133,117.6132,178.5086,615.9353,353.4866,66.12654,196.3221,63.32341,807.4945,207.3395,600.155,367.3639,75.84319,291.5208,170.7826,591.0295,327.6972,140.0438,107.7252,15.56338,116.2183,76.75372,569.228
2012M07,3919.818,3352.912,438.1001,320.6445,169.8758,92.83608,117.4556,177.7842,615.8397,352.2787,66.0565,197.5045,64.72166,806.126,205.5638,600.5621,366.8133,73.44285,293.3704,170.514,584.9793,328.0247,139.6362,108.0447,9.273754,115.9961,76.75963,566.9053
2012M08,3938.072,3368.203,437.2686,319.6973,169.0942,92.67252,117.5713,177.7718,619.419,354.2044,66.18927,199.0254,65.17134,808.4654,207.3482,601.1173,370.6122,74.66869,295.9435,170.4681,591.645,328.4973,139.5297,108.2255,15.39256,116.1118,76.44137,569.8685
2012M09,3953.144,3381.523,437.0179,319.3991,168.3308,92.97212,117.6188,177.6225,622.8213,355.8492,66.25435,200.7178,65.96384,815.0401,212.2083,602.8319,370.9356,74.15362,296.782,172.0498,592.5958,329.9554,139.4646,108.0068,15.16892,116.4873,76.95274,571.621
2012M10,3956.664,3384.174,437.9748,319.5155,168.1136,93.19457,118.4594,178.122,625.7668,357.7195,66.34899,201.6983,66.03682,809.7237,209.5334,600.1903,373.2463,74.67011,298.5762,172.5138,593.2964,330.2924,140.1063,107.9653,14.93239,117.0305,76.50004,572.4898
2012M11,3941.997,3369.977,436.9545,318.8374,167.4298,93.1164,118.1172,178.1831,625.0258,356.1793,66.67749,202.169,65.39145,804.3783,208.9651,595.4132,366.8894,73.24957,293.6399,171.8119,594.4992,331.8329,139.8494,107.7733,15.04359,116.7477,75.48693,572.0198
2012M12,3965.478,3394.22,437.7403,319.0799,167.2491,92.8477,118.6604,177.9653,629.3337,359.3283,66.92864,203.0767,66.44905,811.1061,210.9469,600.1592,372.0535,74.58954,297.464,172.762,597.3053,332.9394,140.3524,109.0133,15.00018,120.0039,75.94966,571.2587
2013M01,3970.615,3399.843,434.3045,316.1277,166.415,92.57585,118.1768,177.3421,630.4052,361.4104,66.86736,202.1274,64.9627,817.3084,212.7067,604.6017,374.1954,75.54731,298.6481,172.9482,595.5323,332.9274,140.3524,107.3572,14.89533,121.8273,75.97994,570.7712
2013M02,3973.535,3402.783,434.9401,316.3165,166.3624,92.41007,118.6236,177.7413,630.8506,362.3944,67.1043,201.3518,63.73393,820.0814,213.0326,607.0488,375.688,75.47749,300.2105,173.5948,592.1158,334.6228,140.3871,102.2774,14.82849,121.6679,76.1032,570.752
2013M03,3986.962,3417.228,434.4362,315.7897,165.3753,92.51317,118.6465,178.6691,632.3732,362.9923,67.42001,201.9609,64.66402,822.3637,213.7661,608.5976,379.21,77.12825,302.0818,173.9716,599.0263,336.4132,140.4187,107.2853,14.90906,121.2015,75.977,569.7332
2013M04,4003.084,3433.951,435.9671,316.7541,166.4568,92.43814,119.213,180.631,633.7904,364.1342,67.00358,202.6525,64.77921,826.463,215.7316,610.7314,382.3893,77.69651,304.6928,174.3792,601.7195,337.3851,141.0399,108.4862,14.80835,121.6446,76.9669,569.1333
2013M05,4006.545,3436.782,435.2307,316.5026,166.172,92.40657,118.728,181.6649,633.9015,365.3609,66.89174,201.6488,64.30773,827.9358,217.0667,610.8691,382.977,78.11296,304.8641,174.3633,602.5465,338.347,141.0429,108.1811,14.97553,121.2952,76.86695,569.7636
2013M06,4013.078,3443.366,435.6673,316.2019,165.803,92.35268,119.4654,182.5487,636.0583,366.5211,67.31979,202.2174,64.29861,826.1505,213.8516,612.2989,386.2438,78.58042,307.6634,174.6838,604.3485,339.3762,141.9296,107.9851,15.05749,121.1766,76.4887,569.7114
2013M07,4029.212,3458.767,436.5544,316.0859,165.4421,92.28762,120.4685,182.747,638.8518,368.2202,67.6311,203.0005,63.83667,832.2811,217.3256,614.9555,387.869,79.57946,308.2896,175.4841,606.6976,341.4937,141.6682,108.428,15.10766,121.8027,76.47889,570.4452
2013M08,4034.741,3463.804,436.5827,316.9413,165.6782,92.69711,119.6414,183.8221,639.2488,369.4681,67.78898,201.9917,63.26576,832.34,217.1255,615.2144,389.2511,79.77056,309.4806,176.1702,607.4702,342.0576,141.8124,108.5337,15.06653,122.1383,76.78048,570.9367
2013M09,4043.34,3473.43,437.536,317.5639,166.2535,92.75862,119.9721,185.2705,639.8694,370.3869,67.98816,201.4944,62.39416,836.1058,220.9831,615.1227,391.2166,79.67766,311.5389,175.4405,608.7522,342.9301,141.821,108.9315,15.06964,122.38,76.85877,569.9103
2013M10,4062.726,3491.576,439.2001,318.8563,166.2603,92.89237,120.3438,185.0472,643.587,371.8054,68.45394,203.3277,64.6895,843.5753,222.2642,621.3111,393.8779,80.73111,313.1468,176.1598,609.27,343.4671,141.5264,109.3501,14.92633,123.8451,77.0136,571.1499
2013M11,4076.631,3505.079,441.1943,320.4119,167.5332,93.32929,120.7824,186.1316,643.9939,372.4977,68.45506,203.0411,64.03012,845.5483,223.1272,622.4211,397.2907,81.15945,316.1313,176.9102,612.3611,346.0087,142.0399,109.382,14.93057,124.5685,77.08071,571.5518
2013M12,4082.998,3511.697,442.0517,320.887,167.5704,93.60547,121.1647,186.3521,646.6377,374.3876,69.20996,203.0402,64.08789,846.7152,223.865,622.8501,399.1282,80.94157,318.1866,176.9769,612.7602,346.6909,141.9558,109.2302,14.88318,123.6776,77.39742,571.3013
2014M01,4086.624,3516.501,443.0471,321.9431,167.0626,94.84043,121.104,187.3734,647.7028,373.7185,68.74493,205.2394,65.15473,848.1236,223.275,624.8486,399.6723,81.09663,318.5757,177.4216,612.0506,345.0599,141.9421,109.9247,15.1239,124.3621,76.74769,570.123
2014M02,4099.391,3528.77,444.4985,322.4762,167.2184,95.10463,122.0223,189.1911,650.418,375.496,68.98484,205.9372,64.95434,850.4066,224.9377,625.4689,402.7005,81.43785,321.2627,178.1289,612.8043,346.4749,141.8907,109.3004,15.13829,123.7746,76.84761,570.6208
2014M03,4109.25,3539.029,445.6516,323.5551,168.0197,95.35558,122.0965,189.2112,651.6414,377.1275,69.31906,205.1949,65.02491,854.3285,226.6129,627.7156,403.0814,80.94034,322.1411,178.2941,613.9337,346.9786,141.8178,110.0086,15.12863,126.1667,76.72046,570.221
2014M04,4123.323,3551.548,446.1996,323.8627,168.0126,95.66865,122.3368,188.418,655.3658,379.5379,69.86386,205.9639,65.95112,858.5792,227.7315,630.8476,404.9246,81.82441,323.1002,179.0764,615.1873,347.6715,142.6475,109.7143,15.15405,127.1916,76.60523,571.7758
2014M05,4139.396,3567.778,447.6562,324.9946,168.6542,96.05786,122.6616,188.3785,658.2382,381.0238,70.12042,207.094,66.10692,863.0178,228.7148,634.303,408.8488,82.76768,326.0811,180.1709,616.7512,348.2638,142.9704,110.1369,15.38,127.8457,76.87099,571.6174
2014M06,4150.454,3578.232,449.2902,326.4754,169.2983,96.84815,122.8148,189.7313,659.0003,381.4868,70.40083,207.1127,65.03498,866.1368,230.2657,635.871,410.3654,83.45338,326.9121,180.0511,617.7164,349.0623,142.922,110.2926,15.43932,129.0528,76.88811,572.2212
2014M07,4162.987,3590.226,450.4036,327.237,169.6675,97.20925,123.1666,189.5042,661.7408,383.8825,70.59612,207.2622,64.50203,870.257,232.0074,638.2496,410.1024,82.97169,327.1307,180.5104,620.1283,350.8236,143.2357,110.597,15.47194,130.643,76.93671,572.7609
2014M08,4181.328,3607.08,450.9871,327.5893,170.0872,97.11857,123.3978,190.3684,665.611,385.9443,70.84748,208.8191,65.60639,875.7896,233.9437,641.8459,412.0351,83.70275,328.3323,181.182,622.944,353.0933,143.3013,111.0259,15.52344,130.9509,77.21229,574.2474
2014M09,4186.395,3611.394,451.4406,327.8705,170.1846,97.28117,123.5702,189.8699,666.5107,387.6829,70.69011,208.1377,65.22792,875.158,232.21,642.948,413.7342,84.28993,329.4443,181.2175,624.3653,353.5549,143.6394,111.8111,15.35996,131.9065,77.19154,575.0006
2014M10,4200.019,3624.216,451.4987,327.8925,170.2908,97.40006,123.6061,190.8141,668.7371,388.8245,71.93581,207.9768,64.84388,878.634,234.7533,643.8808,415.6713,82.89219,332.7791,182.5299,626.8287,355.3843,143.7328,112.379,15.33255,132.1565,77.34577,575.8028
2014M11,4212.577,3635.68,452.487,328.1292,170.5068,97.40922,124.3578,190.3959,671.1245,390.3027,71.53598,209.2858,65.69142,882.3865,236.4693,645.9172,417.4828,83.1189,334.3639,183.5675,627.5854,355.5725,144.2279,112.4468,15.33817,132.9515,77.69938,576.8968
2014M12,4222.826,3646.056,453.2586,328.7488,170.7047,97.82096,124.5098,191.713,673.5956,391.7413,71.71588,210.1385,65.8647,883.9742,236.703,647.2712,419.2732,83.85605,335.4171,183.7304,629.1507,356.5919,144.156,113.0321,15.3707,133.5969,77.7638,576.7695
2015M01,4232.023,3655.202,454.4373,329.5961,171.3316,98.01898,124.8412,192.9838,677.4385,394.135,72.14239,211.1611,65.41989,885.8491,236.6623,649.1868,421.3365,83.60469,337.7318,184.5956,626.7562,353.0399,144.2393,114.1217,15.35529,133.787,78.01796,576.8205
2015M02,4238.51,3661.617,454.2993,329.5914,171.2411,98.10252,124.7079,193.6432,679.6762,395.8899,72.07323,211.7131,65.31512,887.7377,238.4468,649.2909,422.0799,84.06657,338.0134,184.5382,628.5866,354.0399,144.5008,114.5951,15.45084,132.9945,78.06148,576.8926
2015M03,4245.213,3668.433,455.0852,330.0773,171.4419,98.26332,125.0079,193.6419,681.2195,397.3319,72.07972,211.8079,65.11364,889.2475,239.5577,649.6898,423.4418,84.50768,338.9341,184.445,628.1877,353.9458,144.4867,114.3067,15.44853,134.9898,78.17451,576.7804
2015M04,4255.757,3677.507,456.7501,331.5696,172.2605,98.70098,125.1805,193.5021,683.5914,399.2898,71.57931,212.7223,64.88418,890.6531,240.0773,650.5758,424.6814,84.14142,340.5399,184.3622,628.9854,353.2224,144.2863,115.977,15.49976,136.6328,78.348,578.2503
2015M05,4267.86,3689.695,457.5498,332.0615,172.3832,99.03445,125.4883,193.7183,686.9051,400.7692,71.73556,214.4003,65.48073,893.1192,240.6306,652.4885,426.7667,84.7219,342.0448,184.7531,630.2846,354.0685,144.3966,116.2434,15.57612,138.3206,78.27776,578.165
2015M06,4277.974,3698.896,458.3694,332.3993,172.8695,98.92424,125.9701,194.1855,688.6194,402.0708,71.88451,214.664,65.93865,895.1165,241.0225,654.094,427.8332,84.58376,343.2494,186.0015,631.061,353.9215,144.4172,117.1001,15.62218,139.1747,78.53483,579.0777
2015M07,4293.444,3713.684,460.4713,334.012,173.6261,99.714,126.4593,195.4553,691.3934,404.08,71.69411,215.6193,66.10337,898.8657,243.1149,655.7508,431.5456,85.1869,346.3588,186.6448,630.5377,352.8178,144.7123,117.2795,15.72815,140.0489,78.72085,579.7608
2015M08,4299.006,3717.981,460.513,333.7768,173.7222,99.36828,126.7362,194.3071,691.9338,404.2967,71.44659,216.1905,65.9392,900.278,243.0188,657.2592,432.1373,85.15588,346.9814,186.9572,632.1261,352.6391,144.8038,119.0058,15.67736,141.0439,78.68449,581.025
2015M09,4300.701,3720.001,461.4166,334.0464,174.3136,99.20538,127.3702,195.2241,692.8123,405.6984,71.05963,216.0542,65.78195,898.9469,240.9207,658.0262,433.2961,85.51277,347.7833,187.2009,630.6818,352.5439,144.7397,117.7421,15.65607,141.6347,78.7879,580.6994
2015M10,4323.406,3742.707,463.5778,336.2002,175.311,99.98419,127.3776,196.5993,697.1567,407.9091,70.8544,218.3932,67.22156,908.176,244.1837,663.9923,436.7254,88.02365,348.7017,187.4851,630.4164,351.9969,145.1293,117.6592,15.63092,143.7789,78.79171,580.6986
2015M11,4330.382,3748.237,463.9335,336.7971,175.8008,100.2055,127.1364,197.5269,697.8881,409.3741,70.57259,217.9415,66.67693,912.3521,245.2952,667.0569,435.1751,86.67917,348.496,187.7603,630.265,351.7058,145.0342,117.8632,15.66191,144.7052,78.63128,582.144
2015M12,4338.181,3755.535,463.5858,336.2675,176.0122,99.635,127.3183,197.7867,699.1527,410.324,70.46298,218.3657,66.67704,916.3988,245.9819,670.4169,436.9742,87.51178,349.4624,188.6369,629.4095,350.4311,145.0781,118.2407,15.65964,144.9919,78.59857,582.6454
2016M01,4341.233,3759.423,466.7656,339.1507,178.4485,99.83303,127.6149,196.7944,700.6425,411.0828,70.21623,219.3435,67.38587,916.7728,246.081,670.6918,437.0231,87.32888,349.6942,188.4223,629.2208,349.7914,145.4337,118.5068,15.48892,145.3867,78.39448,581.8104
2016M02,4346.025,3763.475,466.0943,338.4705,177.7148,99.89572,127.6238,196.3254,701.1801,411.5986,70.2096,219.3718,67.39547,918.0089,245.8257,672.1831,437.5877,87.94956,349.6382,189.4867,630.802,350.4944,145.6878,119.2585,15.36124,145.6217,78.36781,582.5504
2016M03,4355.937,3772.716,466.5894,339.2845,178.3318,100.0697,127.3049,197.0313,703.6119,412.8587,70.14585,220.6074,68.05536,920.3115,245.6847,674.6268,440.9611,88.95294,352.0082,189.5124,630.2091,350.2347,144.9339,119.5775,15.46292,146.5944,77.89493,583.2214
2016M04,4368.146,3785.351,466.9719,337.9792,177.2184,99.93275,128.9927,200.3091,704.3679,413.1824,70.344,220.8415,67.60923,923.2643,246.8074,676.4569,442.2843,87.7719,354.5124,190.4966,633.0128,351.837,144.6389,121.0049,15.53204,147.0434,77.60117,582.795
2016M05,4353.613,3770.874,467.5802,339.0531,178.2738,99.98999,128.5272,193.3536,705.2387,413.9741,70.65174,220.6129,67.21369,925.439,247.8809,677.558,435.6628,85.29782,350.365,190.427,629.1297,350.2919,144.1153,119.2582,15.46432,146.8537,77.1891,582.739
2016M06,4367.67,3784.008,466.3655,338.3281,177.9316,99.69866,128.0374,199.0635,706.5176,415.8202,70.51095,220.1864,66.86745,929.1653,249.3444,679.8209,439.5169,86.82122,352.6957,190.3362,629.0321,350.3433,143.801,119.2794,15.60828,147.2192,76.79208,583.6614
2016M07,4381.284,3797.382,466.0598,337.4983,177.7983,99.22787,128.5615,203.0365,709.2902,417.8082,71.07704,220.405,66.90402,932.3985,249.1674,683.2312,442.4262,87.93787,354.4883,191.2976,628.397,350.0545,143.4989,119.2506,15.59292,147.5704,76.90593,583.9024
2016M08,4390.184,3803.524,466.523,337.3545,177.6418,99.32285,129.1685,202.069,711.964,419.4767,71.32084,221.1665,67.42496,935.4283,250.3378,685.0905,442.9014,87.42356,355.4779,191.5658,628.228,350.1336,143.5125,119.0366,15.54522,148.4149,76.43002,586.66
2016M09,4398.206,3813.828,465.1753,336.5514,177.1235,99.39913,128.6239,201.7273,717.0794,421.1266,71.96491,223.9879,68.81381,938.9184,250.9653,687.9531,445.6237,89.00073,356.6229,191.8513,628.5827,350.0307,143.2256,119.6755,15.65083,148.6763,76.19349,584.378
2016M10,4392.065,3807.84,464.7291,335.2356,176.0068,99.32597,129.4935,202.1508,714.519,419.6484,71.7958,223.0749,68.76528,936.7386,248.4605,688.2781,444.0083,87.80854,356.1998,191.6864,630.2275,351.3189,142.9471,120.3275,15.63408,147.7318,76.04814,584.2258
2016M11,4397.847,3814.709,465.3354,335.5672,176.4635,99.42568,129.7683,202.1736,715.738,420.1068,72.18151,223.4497,68.51252,940.7517,248.9472,691.8044,446.5897,88.52292,358.0668,191.7121,629.0714,351.0221,142.678,119.7773,15.59413,147.7458,75.59091,583.1382
2016M12,4409.233,3824.502,465.7037,335.9577,176.2781,99.92893,129.746,202.9786,716.5745,420.7009,72.27385,223.5997,69.11755,945.6166,249.7042,695.9124,447.5609,88.13301,359.4279,191.4706,630.5621,351.6462,142.6405,120.6176,15.65785,148.5189,75.51569,584.7318
2017M01,4422.139,3836.006,465.7638,335.4807,175.7531,100.1361,130.2831,203.6949,718.0677,421.8954,72.39261,223.7797,69.18393,947.736,249.8722,697.8638,451.371,89.29513,362.0759,191.8594,631.9588,352.8551,142.4962,121.0026,15.60485,150.2455,75.30877,586.1335
2017M02,4433.7,3847.935,466.6871,335.9367,176.1039,100.3806,130.7504,204.4795,721.7239,423.328,72.7347,225.6611,71.22992,951.4048,249.6106,701.7942,452.9347,89.30339,363.6313,191.3098,632.5521,352.5888,142.541,121.7565,15.66574,151.7593,75.08366,585.7655
2017M03,4435.194,3849.662,467.2134,336.437,176.1461,100.5008,130.7764,204.3922,722.0575,424.0014,72.96946,225.0867,70.0249,954.1106,250.1773,703.9333,452.8269,89.28859,363.5383,191.6979,632.3878,351.9315,142.0552,122.6332,15.76791,150.0668,74.90849,585.5327
2017M04,4431.661,3846.391,466.7267,335.6753,175.9705,100.4517,131.0514,204.8243,718.9656,422.7781,73.14461,223.0429,68.05038,952.756,249.6807,703.0753,454.7665,89.67402,365.0925,191.6747,631.8395,352.445,142.9821,120.7866,15.6258,150.1752,74.66255,585.2696
2017M05,4449.839,3865.404,467.4767,335.8325,176.215,100.5004,131.6442,205.3002,724.1294,425.3223,73.22127,225.5859,69.45077,957.9753,250.9228,707.0525,457.7976,89.95879,367.8388,192.2714,634.7611,353.4899,143.424,122.1866,15.66057,151.2319,74.46075,584.4343
2017M06,4464.762,3879.31,469.0593,337.1788,176.9816,101.0073,131.8805,206.3062,727.2786,426.5725,73.48435,227.2217,70.50745,965.2455,254.6172,710.6283,459.4068,90.38799,369.0189,192.6844,633.1892,351.6845,143.4759,122.4205,15.60828,151.8961,74.24426,585.4518
2017M07,4464.479,3878.86,469.0892,336.9023,176.5396,101.1802,132.1869,207.7184,726.5341,424.8824,73.54147,228.1102,70.55164,964.4657,251.4866,712.9791,458.6835,90.71185,367.9717,192.507,633.8867,351.6405,143.1872,123.3788,15.68015,151.9527,74.02259,585.619
2017M08,4470.997,3888.178,470.3268,337.8062,177.097,101.6165,132.5205,208.945,726.2832,424.8371,73.85662,227.5895,70.57339,967.4333,252.2775,715.1558,462.6853,91.73874,370.9465,192.0833,634.4216,351.2041,143.1234,124.3546,15.73947,152.4283,73.57095,582.8195
2017M09,4485.073,3900.702,471.3227,338.3087,177.8044,101.1895,133.014,210.4866,731.688,427.0489,74.00599,230.6331,71.97828,970.4871,251.6477,718.8394,462.599,91.49925,371.0997,192.6946,634.4029,351.5583,143.3196,123.8708,15.65423,153.5861,73.4354,584.3702
2017M10,4487.801,3902.739,471.8938,338.7925,178.1025,101.389,133.1013,209.843,729.9626,426.0296,73.79087,230.1421,72.08768,974.1415,252.0973,722.0441,463.5879,91.22817,372.3597,192.7992,632.6024,350.8021,142.5516,123.6293,15.61929,154.8137,73.09502,585.0617
2017M11,4493.754,3912.156,472.698,339.4102,178.5158,101.3299,133.2878,210.3269,732.2711,426.7434,73.83176,231.6959,73.15948,977.5733,252.2528,725.3205,463.8977,91.83192,372.0658,192.7091,633.594,350.4576,142.8149,124.6045,15.71703,155.9561,73.13014,581.5977
2017M12,4506.173,3922.018,473.8875,340.1584,178.8223,101.6525,133.7291,211.3417,734.7935,426.8339,73.97013,233.9894,75.14107,981.0828,252.5539,728.529,464.204,92.19116,372.0128,193.5638,633.8982,350.6099,142.9542,124.5767,15.75738,156.3149,72.93201,584.1547
2018M01,4501.656,3917.092,472.5868,338.9133,179.3577,100.14,133.6735,207.3104,734.8084,427.5493,73.91175,233.3474,72.99129,983.6456,254.3596,729.286,463.9934,92.27968,371.7137,192.819,633.8853,351.8565,142.1897,124.0277,15.81139,155.0974,72.94591,584.5642
2018M02,4521.412,3937.028,474.1378,340.1698,180.1445,100.4644,133.9679,211.828,737.448,427.8254,73.84019,235.7824,75.16384,990.2784,255.1173,735.161,464.2146,92.68945,371.5252,193.1147,634.3583,352.6563,142.124,123.8101,15.76795,159.006,72.6419,584.3842
2018M03,4530.612,3945.677,474.439,340.0755,180.2307,100.4486,134.3635,212.9241,738.784,427.4369,73.89031,237.4568,75.96779,993.3602,256.1567,737.2035,467.357,95.05267,372.3044,193.9727,633.7821,351.9757,142.0191,124.0232,15.76406,158.7096,72.3483,584.9355
2018M04,4527.397,3942.677,474.5945,340.4275,180.6876,100.7608,134.167,211.1375,737.5132,425.0171,73.81604,238.6801,78.19478,998.7883,257.1422,741.6461,464.842,93.8076,371.0344,193.5345,633.0299,350.8152,141.6049,124.8928,15.71693,157.2967,71.94019,584.7202
2018M05,4537.929,3952.845,475.0347,341.0648,180.9397,100.8808,133.9699,212.2018,742.751,427.873,73.97541,240.9025,79.68325,1002.762,256.0161,746.7459,461.8194,91.78695,370.0324,193.6964,634.5299,351.5823,141.5253,125.6684,15.7539,158.3136,71.73599,585.0846
2018M06,4562.262,3969.955,477.0332,342.3013,181.6905,101.1212,134.7319,215.2291,746.1866,428.9013,74.57642,242.7089,80.62168,1006.841,255.97,750.8706,465.2938,94.34087,370.9529,193.9618,634.68,351.3811,141.3489,126.2361,15.71387,159.2127,71.51741,592.307
2018M07,4542.027,3971.884,478.2668,343.2279,182.1448,101.6067,135.0389,213.4107,745.9474,429.5961,73.23585,243.1155,81.06267,1011.29,257.3857,753.9047,463.4897,93.75588,369.7338,193.5259,635.5925,351.8253,141.5796,126.4082,15.77934,159.1341,71.22603,570.1432
2018M08,4552.373,3976.53,478.394,343.4906,182.3057,101.5866,134.9034,212.4638,748.7156,431.1904,73.26137,244.2639,81.88556,1015.514,256.6336,758.8802,462.9709,93.79501,369.1759,193.6954,635.4193,351.3677,141.2414,127.0685,15.74168,158.3728,70.9848,575.8427
2018M09,4574.166,3981.33,479.0737,344.176,182.2594,102.1149,134.8977,213.1751,749.9794,431.6765,73.96162,244.3412,81.38118,1016.979,255.8826,761.0965,463.6007,94.38433,369.2163,192.9724,635.5794,350.995,141.0074,127.8182,15.7589,159.4934,70.47716,592.8352
2018M10,4587.381,4001.415,480.0178,344.8924,182.5185,102.5727,135.1254,215.6694,754.3249,432.9067,74.55076,246.8674,82.01415,1024.62,257.6922,766.9274,465.309,95.05105,370.2579,194.4283,636.3778,350.5692,141.1715,128.8278,15.80929,160.4811,70.1876,585.966
2018M11,4595.766,4007.717,480.1032,344.7961,182.5426,102.9095,135.3071,215.9488,757.3261,433.9364,74.76813,248.6216,82.98396,1025.88,257.9188,767.9611,464.2905,94.21865,370.0719,194.4902,639.531,351.0906,141.1449,131.5643,15.73122,160.2822,69.86529,588.0489
2018M12,4600.748,4013.637,480.4004,344.9254,182.5039,103.0726,135.475,214.7986,758.2735,434.5962,74.89016,248.7871,83.84212,1030.214,257.6684,772.5454,466.3016,94.77848,371.5231,194.1593,638.3867,351.0867,140.9793,130.6589,15.66175,161.2399,69.86357,587.1109
2019M01,4611.285,4027.124,482.2758,346.1802,183.3147,104.039,136.0956,215.8101,761.9421,434.9365,75.29397,251.7116,85.09889,1036.245,257.2517,778.9936,466.0064,94.23662,371.7698,195.0762,638.3608,350.52,141.3852,130.7487,15.70695,161.6469,69.76023,584.1611
2019M02,4621.875,4037.38,483.0809,346.9197,183.0171,104.6418,136.1612,217.3027,763.701,435.5384,75.43941,252.7231,86.21268,1040.383,258.0375,782.3451,466.0084,94.03754,371.9708,196.2869,637.385,349.8476,141.3204,130.5501,15.66687,164.1233,69.10954,584.4951
2019M03,4632.516,4048.042,483.6111,347.1594,182.8625,104.8947,136.4517,218.8538,766.1181,437.2389,75.54046,253.3388,86.07668,1046.78,259.099,787.6813,466.9909,94.18029,372.8106,195.7044,637.8476,350.5537,141.2035,130.5319,15.5585,163.2109,68.92494,584.4738
2019M04,4638.828,4054.717,484.7381,347.8548,183.2627,105.09,136.8833,222.4576,769.3098,438.0993,76.01484,255.1957,86.6051,1046.486,255.5346,790.9514,467.0825,93.74492,373.3375,195.6175,637.2719,350.7003,140.908,129.9489,15.71467,162.9347,68.8191,584.1103
2019M05,4641.644,4055.865,484.9906,348.5164,183.4032,105.3444,136.4742,222.5993,770.2116,439.3398,75.48314,255.3887,87.71234,1049.879,255.193,794.6857,466.9203,94.64148,372.2788,195.1719,635.9518,349.7243,140.8183,129.6609,15.74832,161.6197,68.52163,585.779
2019M06,4658.3,4062.721,484.8534,348.0532,183.7369,104.6279,136.8001,222.607,772.8958,440.4467,75.55321,256.8958,88.86017,1052.654,254.6435,798.0102,468.4688,96.03293,372.4358,194.9394,637.2044,349.6631,141.0294,130.7912,15.72069,160.684,68.41423,595.5798
2019M07,4636.004,4064.486,486.296,349.3846,183.9875,105.5247,136.9114,221.3046,774.6514,441.0346,75.58332,258.0335,90.24802,1053.988,252.1118,801.8765,468.5579,95.21021,373.3477,195.3573,635.809,348.9361,140.3782,131.2136,15.28116,160.5962,67.92583,571.5178
2019M08,4652.957,4069.35,487.0203,349.9205,184.2809,105.7388,137.0999,222.4211,775.2934,441.2213,74.92024,259.1518,91.18841,1057.257,251.4257,805.8317,469.0645,95.76206,373.3024,195.9297,634.2337,348.4522,139.9569,130.6805,15.14398,160.5286,67.60173,583.6069
2019M09,4675.962,4077.482,486.4877,349.1933,183.5675,105.5403,137.2944,221.4244,776.2576,441.954,74.69504,259.6086,91.44967,1065.857,256.1767,809.6801,469.6576,95.75072,373.9069,195.6802,633.7717,347.4345,139.7976,131.4792,15.06039,160.8593,67.4862,598.4803
2019M10,4664.741,4076.852,485.9658,348.8145,183.426,105.1814,137.1512,219.7566,777.1998,442.49,74.11453,260.5952,92.13841,1068.037,255.8946,812.1419,469.0565,96.09065,372.9658,195.6294,634.6213,346.9168,139.5903,132.8103,15.30387,159.445,67.14148,587.8891
2019M11,4682.908,4088.218,486.1657,348.7626,183.3516,105.0842,137.4031,221.026,778.7768,442.9432,73.51011,262.3235,93.56058,1071.826,256.3463,815.4793,469.7978,95.6379,374.1599,196.365,636.7921,347.0138,139.6567,134.8869,15.23465,160.2814,67.18726,594.6907
